sentence,df_idx,tokens,ner_tags,has_tag_,has_tag_B-DATE-CREATION,has_tag_B-DATE-PUB,has_tag_B-DATE-SUBJ,has_tag_B-GPE-AUT,has_tag_B-GPE-CREATION,has_tag_B-GPE-DES,has_tag_B-GPE-PUB,has_tag_B-GPE-SUBJ,has_tag_B-LITWORK,has_tag_B-ORG-CREATION,has_tag_B-ORG-DES,has_tag_B-ORG-PUB,has_tag_B-ORG-SUBJ,has_tag_B-PERSON-AUT,has_tag_B-PERSON-CON,has_tag_B-PERSON-EDT,has_tag_B-PERSON-PUB,has_tag_B-PERSON-SUBJ,has_tag_B-YEAR-CREATION,has_tag_B-YEAR-PUB,has_tag_B-YEAR-SUBJ,has_tag_I-DATE-CREATION,has_tag_I-DATE-PUB,has_tag_I-DATE-SUBJ,has_tag_I-GPE,has_tag_I-GPE-CREATION,has_tag_I-GPE-DES,has_tag_I-GPE-PUB,has_tag_I-GPE-SUBJ,has_tag_I-I-GPE-DES,has_tag_I-LITWORK,has_tag_I-ORG,has_tag_I-ORG-CREATION,has_tag_I-ORG-DES,has_tag_I-ORG-PUB,has_tag_I-ORG-SUBJ,has_tag_I-PERSON-AUT,has_tag_I-PERSON-CON,has_tag_I-PERSON-EDT,has_tag_I-PERSON-PUB,has_tag_I-PERSON-SUBJ,has_tag_I-YEAR-CREATION,has_tag_I_ORG-DES,has_tag_O
Hochzeit-Schertz/ In Vergleichung des süssen Ehstandes mit dem Baw des lieben Berg-Wercks : Bey Des ... Herrn Jobst Sellenstedts/ Fürstl. Braunschw. und Lünäburg. wolbestelten Zehnd:Gegenschreibers auff der Fürstl. Bergstadt Claußthal/ angetretenen andern Eh/ Mit der ... Jungfer Christinen/ Des ... Herrn Matthias Tollens/ Fürstl. Braunschw. Lünäburg. Richter und Hütten-Reuter daselbst/ hertzgeliebten Tochter; Bey feyerlicher Vollziehung den 2. May-Monats im 1652sten Jahre ... gesetzet,3034745,"['Hochzeit-Schertz', '/', 'In', 'Vergleichung', 'des', 'süssen', 'Ehstandes', 'mit', 'dem', 'Baw', 'des', 'lieben', 'Berg-Wercks', ':', 'Bey', 'Des', '...', 'Herrn', 'Jobst', 'Sellenstedts', '/', 'Fürstl.', 'Braunschw.', 'und', 'Lünäburg', '.', 'wolbestelten', 'Zehnd', ':', 'Gegenschreibers', 'auff', 'der', 'Fürstl.', 'Bergstadt', 'Claußthal', '/', 'angetretenen', 'andern', 'Eh', '/', 'Mit', 'der', '...', 'Jungfer', 'Christinen', '/', 'Des', '...', 'Herrn', 'Matthias', 'Tollens', '/', 'Fürstl.', 'Braunschw.', 'Lünäburg', '.', 'Richter', 'und', 'Hütten-Reuter', 'daselbst', '/', 'hertzgeliebten', 'Tochter', ';', 'Bey', 'feyerlicher', 'Vollziehung', 'den', '2.', 'May-Monats', 'im', '1652sten', 'Jahre']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'B-GPE-DES', 'I-GPE-DES', 'I-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-SUBJ', 'I-GPE-SUBJ', 'I-GPE-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'B-GPE-DES', 'I-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE-SUBJ', 'I-DATE-SUBJ', 'O', 'B-YEAR-SUBJ', 'O']",False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
"Göttlicher Rath, Welchen Bey dem frühzeitigen Ableben Des Weiland HochEhrwürdigen, Hochachtbaren und Hochgelahrten Herrn, Herrn Johann Christian Leo, HochFürstl. Sachsen-Weißenfels. Kirchenraths, und Assessors des Querfurthischen Consistorii, Hochverordneten Pastors und Superintendentens wie auch Professors der Gottesgelahrheit bey dem Jllustri Augusteo allhier, Das den 22. Jun. dieses Jahrs erfolgete, 1743 An die schmertzlich betrübte Wittwe und Kinder Zwey Glieder des geistlichen Hofministerii mitleidig ertheilten",130196,"['Göttlicher', 'Rath', ',', 'Welchen', 'Bey', 'dem', 'frühzeitigen', 'Ableben', 'Des', 'Weiland', 'HochEhrwürdigen', ',', 'Hochachtbaren', 'und', 'Hochgelahrten', 'Herrn', ',', 'Herrn', 'Johann', 'Christian', 'Leo', ',', 'HochFürstl.', 'Sachsen-Weißenfels', '.', 'Kirchenraths', ',', 'und', 'Assessors', 'des', 'Querfurthischen', 'Consistorii', ',', 'Hochverordneten', 'Pastors', 'und', 'Superintendentens', 'wie', 'auch', 'Professors', 'der', 'Gottesgelahrheit', 'bey', 'dem', 'Jllustri', 'Augusteo', 'allhier', ',', 'Das', 'den', '22.', 'Jun.', 'dieses', 'Jahrs', '...', 'gesetzet']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'B-GPE-DES', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE-SUBJ', 'I-DATE-SUBJ', 'O', 'O', 'O', 'O']",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
"Die verschmähete Eitelkeit Und Die verlangete Ewigkeit :In vier und zwantzig Erbaulichen Seelengesprächen, Und eben so viel Lehr-reichen Liedern, Welche so wol auf bekante, ... als auf gantz neue, von dem fürtreflichen und weitberühmtem Musico, Herrn HENRICO Scheidemann liblich gesetzete Melodien können gespielet und gesungenen werden",1043053,"['Die', 'verschmähete', 'Eitelkeit', 'Und', 'Die', 'verlangete', 'Ewigkeit', ':', 'In', 'vier', 'und', 'zwantzig', 'Erbaulichen', 'Seelengesprächen', ',', 'Und', 'eben', 'so', 'viel', 'Lehr-reichen', 'Liedern', ',', 'Welche', 'so', 'wol', 'auf', 'bekante', ',', '...', 'als', 'auf', 'gantz', 'neue', ',', 'von', 'dem', 'fürtreflichen', 'und', 'weitberühmtem', 'Musico', ',', 'Herrn', 'HENRICO', 'Scheidemann', 'liblich', 'gesetzete', 'Melodien', 'können', 'gespielet', 'und', 'gesungenen', 'werden']","['B-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
"Thesen, aus der Staats- und Cameralwissenschaft, welche den 17ten December 1834 auf der Ludwigs-Universität öffentlich vertheidigen wird Eduard Lyncker, aus Giessen, Candidat der Staats- und Cameralwissenschaft, und gnädigst zugelassen zum Accesse bei dem Secretariate Grossh. Hess. Oberfinanzkammer 1. Section",2811446,"['Thesen', ',', 'aus', 'der', 'Staats', '-', 'und', 'Cameralwissenschaft', ',', 'welche', 'den', '17ten', 'December', '1834', 'auf', 'der', 'Ludwigs-Universität', 'öffentlich', 'vertheidigen', 'wird', 'Eduard', 'Lyncker', ',', 'aus', 'Giessen', ',', 'Candidat', 'der', 'Staats', '-', 'und', 'Cameralwissenschaft', ',', 'und', 'gnädigst', 'zugelassen', 'zum', 'Accesse', 'bei', 'dem', 'Secretariate', 'Grossh.', 'Hess.', 'Oberfinanzkammer', '1.', 'Section']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE-SUBJ', 'I-DATE-SUBJ', 'B-YEAR-SUBJ', 'O', 'O', 'B-ORG-SUBJ', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG-SUBJ', 'I-ORG-SUBJ', 'I-ORG-SUBJ', 'O', 'O']",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
CORPVS || DOCTRINAE CHRISTIANAE.|| Das ist/|| Summa Der || Christlichen lere/ aus den Schriff=||ten der Propheten vnd Aposteln ... || durch D. Martinum Lutherum son=||derlich/ vnd andere dieser Lande Le=||rer zusamen gefasset.|| Wie dieselbige in ... Johans || Wilhelm/ Hertzogen zu Sachssen ... || Fuerstenthumen vnd Landen/ durch || Gottes gnade eintrechtig bekant vnd geleret wird.||,4285425,"['CORPVS', '||', 'DOCTRINAE', 'CHRISTIANAE.', '||', 'Das', 'ist', '/||', 'Summa', 'Der', '||', 'Christlichen', 'lere', '/', 'aus', 'den', 'Schriff', '=||', 'ten', 'der', 'Propheten', 'vnd', 'Aposteln', '...', '||', 'durch', 'D.', 'Martinum', 'Lutherum', 'son', '=||', 'derlich', '/', 'vnd', 'andere', 'dieser', 'Lande', 'Le', '=||', 'rer', 'zusamen', 'gefasset.', '||', 'Wie', 'dieselbige', 'in', '...', 'Johans', '||', 'Wilhelm', '/', 'Hertzogen', 'zu', 'Sachssen', '...', '||', 'Fuerstenthumen', 'vnd', 'Landen', '/', 'durch', '||', 'Gottes', 'gnade', 'eintrechtig', 'bekant', 'vnd', 'geleret', 'wird', '.', '||']","['B-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
"Der Römischen Keyserlichen/ auch zu Hungarn und Böheimb/ Königlichen Majestät/ Herrn/ Herrn Ferdinand des andern/ etc. ... Nobilitet/ Comitiv/ Oder Privilegium Comitatus Palatini/ Neben andern besondern hohen Keyserlichen Gratien, Wolthaten/ und Indulten/ Christophoro Preibisio Sprotta-Silesio ... Allergnädigst ertheilet",2339561,"['Der', 'Römischen', 'Keyserlichen', '/', 'auch', 'zu', 'Hungarn', 'und', 'Böheimb', '/', 'Königlichen', 'Majestät', '/', 'Herrn', '/', 'Herrn', 'Ferdinand', 'des', 'andern', '/', 'etc.', '...', 'Nobilitet', '/', 'Comitiv', '/', 'Oder', 'Privilegium', 'Comitatus', 'Palatini', '/', 'Neben', 'andern', 'besondern', 'hohen', 'Keyserlichen', 'Gratien', ',', 'Wolthaten', '/', 'und', 'Indulten', '/', 'Christophoro', 'Preibisio', 'Sprotta-Silesio', '...', 'Allergnädigst', 'ertheilet']","['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O', 'O']",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
"Marschall Radetzky der Heldengreis :Eine kurze Darstellung seines thatenreichen Lebens und 64-jähriger Dienstzeit. Nebst Aufzählung aller seiner Rangesstufen, Ordens-Decorationen, Feldzüge und Waffenthaten bis zu seinem Einzug in Venedig am 30. August 1849",1892546,"['Marschall', 'Radetzky', 'der', 'Heldengreis', ':', 'Eine', 'kurze', 'Darstellung', 'seines', 'thatenreichen', 'Lebens', 'und', '64-jähriger', 'Dienstzeit', '.', 'Nebst', 'Aufzählung', 'aller', 'seiner', 'Rangesstufen', ',', 'Ordens-Decorationen', ',', 'Feldzüge', 'und', 'Waffenthaten', 'bis', 'zu', 'seinem', 'Einzug', 'in', 'Venedig', 'am', '30.', 'August', '1849']","['B-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-SUBJ', 'O', 'B-DATE-SUBJ', 'I-DATE-SUBJ', 'B-YEAR-SUBJ']",False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
"Geschichte der Freimaurerlage ""Sct. Andreas zu den 3 Seeblättern"" in Hermannstadt (1767 - 1790) :Nach den Quellen des Archivs der bestandenen Loge dargestellt von Ferdinand von Zieglauer. (Separatabdruck aus dem ""Archiv des Vereins für siebenbürgische Landeskunde"". Bd. XII, Heft 3 u. Bd. XIII, Heft 1.)",3472164,"['Geschichte', 'der', 'Freimaurerlage', '""', 'Sct.', 'Andreas', 'zu', 'den', '3', 'Seeblättern', '""', 'in', 'Hermannstadt', '(', '1767', '-', '1790', ')', ':', 'Nach', 'den', 'Quellen', 'des', 'Archivs', 'der', 'bestandenen', 'Loge', 'dargestellt', 'von', 'Ferdinand', 'von', 'Zieglauer', '.', '(', 'Separatabdruck', 'aus', 'dem', '""', 'Archiv', 'des', 'Vereins', 'für', 'siebenbürgische', 'Landeskunde', '""', '.', 'Bd.', 'XII', ',', 'Heft', '3', 'u.', 'Bd.', 'XIII,', ',', 'Heft', '11.', ')']","['O', 'O', 'O', 'B-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'O', 'B-GPE-SUBJ', 'O', 'B-YEAR-SUBJ', 'O', 'B-YEAR-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'O']",False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
"Examen sequitur Praemium, Oder Wo ein Examen überstanden, Da ist Belohnung bald vorhanden :Auf dieses richteten an dem solennen Beerdigungs-Tage Des ... Herrn Leonhard Friderich Voit von Berg, Fürtrefflichen Juris Consulti ... Nehmlich d. 4. Mart. 1732. ihre Gedancken in ihren schuldigsten und Wehmuth-vollen Zeilen die in allen VI. Classen des Gymnasii Annaeani über den Verlust dermahlen höchst betrübte Auditores und Discipuli",943232,"['Examen', 'sequitur', 'Praemium', ',', 'Oder', 'Wo', 'ein', 'Examen', 'überstanden', ',', 'Da', 'ist', 'Belohnung', 'bald', 'vorhanden', ':', 'Auf', 'dieses', 'richteten', 'an', 'dem', 'solennen', 'Beerdigungs-Tage', 'Des', '...', 'Herrn', 'Leonhard', 'Friderich', 'Voit', 'von', 'Berg', ',', 'Fürtrefflichen', 'Juris', 'Consulti', '...', 'Nehmlich', 'd.', '4.', 'Mart.', '1732.', 'ihre', 'Gedancken', 'in', 'ihren', 'schuldigsten', 'und', 'Wehmuth-vollen', 'Zeilen', 'die', 'in', 'allen', 'VI.', 'Classen', 'des', 'Gymnasii', 'Annaeani', 'über', 'den', 'Verlust', 'dermahlen', 'höchst', 'betrübte', 'Auditores', 'und', 'Discipuli']","['B-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'I-PERSON-SUBJ', 'I-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE-CREATION', 'I-DATE-CREATION', 'B-YEAR-CREATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG-SUBJ', 'I-ORG-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
"Wir Carl Theodor von Gottes Gnaden Pfalzgraf bey Rhein, ... Liebe Getreue! Nachdem in zerschiedene Weege wahrgenommen worden, daß Unseren der Früchten Ausfuhr halber erlassenen Verordnungen zuwider durch die so genannte Pferdstreibere, ... eine Menge deren Früchten ausser Lands gebragt werde; ... :Dusseldorf den 5ten Februarii 1771",1091282,"['Wir', 'Carl', 'Theodor', 'von', 'Gottes', 'Gnaden', 'Pfalzgraf', 'bey', 'Rhein', ',', '...', 'Liebe', 'Getreue', '!', 'Nachdem', 'in', 'zerschiedene', 'Weege', 'wahrgenommen', 'worden', ',', 'daß', 'Unseren', 'der', 'Früchten', 'Ausfuhr', 'halber', 'erlassenen', 'Verordnungen', 'zuwider', 'durch', 'die', 'so', 'genannte', 'Pferdstreibere', ',', '...', 'eine', 'Menge', 'deren', 'Früchten', 'ausser', 'Lands', 'gebragt', 'werde', ';', '...', ':', 'Dusseldorf', 'den', '5ten', 'Februarii', '1771']","['O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-CREATION', 'O', 'B-DATE-CREATION', 'I-DATE-CREATION', 'B-YEAR-CREATION']",False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
